,Type,ID,Date,ID_Group,Push,Boo,Neutral,Statistics,Total messages,Popularity
1796,清除跳板帳號,ctom40101,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1797,清除跳板帳號,vulg83,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1798,清除跳板帳號,q2olxrldu,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1799,清除跳板帳號,cat30509,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1800,清除跳板帳號,mark7714,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1801,清除跳板帳號,andy90429,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1802,清除跳板帳號,dook85012,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1803,清除跳板帳號,imel,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1804,清除跳板帳號,scv5320,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1805,清除跳板帳號,daiboring,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1806,清除跳板帳號,sowhan,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1807,清除跳板帳號,sam620389,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1808,清除跳板帳號,yih2255,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1809,清除跳板帳號,las324,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1810,清除跳板帳號,zxcujm111,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1811,清除跳板帳號,smpss90817,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1812,清除跳板帳號,as2871612,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1813,清除跳板帳號,qweszxc333,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1814,清除跳板帳號,mike155452,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1815,清除跳板帳號,thumba34153,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1816,清除跳板帳號,squarepsc,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1817,清除跳板帳號,William07016,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1818,清除跳板帳號,Arecar,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1819,清除跳板帳號,psji394906,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1820,清除跳板帳號,ccharlie85tw,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1821,清除跳板帳號,kingempress,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1822,清除跳板帳號,puppy0516,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1823,清除跳板帳號,a8311882003,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1824,清除跳板帳號,st860742002,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1825,清除跳板帳號,su801018,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1826,清除跳板帳號,tank7480,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1827,清除跳板帳號,Legend0924,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1828,清除跳板帳號,zacjasonr,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1829,清除跳板帳號,forbaby183,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1830,清除跳板帳號,rockx80,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1831,清除跳板帳號,me780615,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1832,清除跳板帳號,yasugar,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1833,清除跳板帳號,familypet,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1834,清除跳板帳號,st932005,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
1835,清除跳板帳號,qaz9578404,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1836,清除跳板帳號,s89950,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1837,清除跳板帳號,sanx0330,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1838,清除跳板帳號,jimmy20224,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1839,清除跳板帳號,miu0206,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1840,清除跳板帳號,wewe8798,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1841,清除跳板帳號,bear060508,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1842,清除跳板帳號,ben10731,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1843,清除跳板帳號,s810224321,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1844,清除跳板帳號,hadesyen,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1845,清除跳板帳號,ts01221197,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1846,清除跳板帳號,hey33202,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1847,清除跳板帳號,jeff09wang,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1848,清除跳板帳號,ernie0923,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1849,清除跳板帳號,q81971,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1850,清除跳板帳號,darkicer,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1851,清除跳板帳號,rayhuangx,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1852,清除跳板帳號,skybetty,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1853,清除跳板帳號,jeff8434,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1854,清除跳板帳號,a902992000,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1855,清除跳板帳號,tugi58,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1856,清除跳板帳號,ghj147852000,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1857,清除跳板帳號,boredboy852,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1858,清除跳板帳號,ddandd517,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1859,清除跳板帳號,stdstd234,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1860,清除跳板帳號,Babyfish9164,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1861,清除跳板帳號,xac19283,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1862,清除跳板帳號,m7891231996,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1863,清除跳板帳號,anannono,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1864,清除跳板帳號,a1234678999,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1865,清除跳板帳號,act7005,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1866,清除跳板帳號,ho041416,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1867,清除跳板帳號,vincentlo080,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1868,清除跳板帳號,izumonoenish,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1869,清除跳板帳號,mailman5510,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1870,清除跳板帳號,yiji000175,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1871,清除跳板帳號,doken,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1872,清除跳板帳號,gn055128,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1873,清除跳板帳號,Durinn,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1874,清除跳板帳號,alexyu33,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1875,清除跳板帳號,pat1113,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1876,清除跳板帳號,Sexy6867,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1877,清除跳板帳號,gf507925,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1878,清除跳板帳號,cutetata,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1879,清除跳板帳號,paulhuang102,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1880,清除跳板帳號,frozen8552,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1881,清除跳板帳號,bifer,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1882,清除跳板帳號,toois1,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1883,清除跳板帳號,w226358mas,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1884,清除跳板帳號,f48621530,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1885,清除跳板帳號,fone38,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1886,清除跳板帳號,k1111134,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1887,清除跳板帳號,monke8836,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1888,清除跳板帳號,s55669898,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1889,清除跳板帳號,ga564100,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1890,清除跳板帳號,momobeer,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1891,清除跳板帳號,goe126,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1892,清除跳板帳號,d9515071,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1893,清除跳板帳號,htjh20222,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1894,清除跳板帳號,alex610730,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1895,清除跳板帳號,LIONZER,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1896,清除跳板帳號,ji3vu4bp6,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1897,清除跳板帳號,kic7825,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1898,清除跳板帳號,roger78518,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1899,清除跳板帳號,asd800427,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1900,清除跳板帳號,freddy6752,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1901,清除跳板帳號,jongjye,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1902,清除跳板帳號,agnescalvin,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1903,清除跳板帳號,e3532624,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1904,清除跳板帳號,tony04062000,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1905,清除跳板帳號,eikoocl,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1906,清除跳板帳號,s963494392kg,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1907,清除跳板帳號,qoojoe15,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1908,清除跳板帳號,iamkay1008,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1909,清除跳板帳號,ja323690,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1910,清除跳板帳號,plum596,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1911,清除跳板帳號,bightq42778,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1912,清除跳板帳號,knowknow2003,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1913,清除跳板帳號,paio04592,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1914,清除跳板帳號,dish1119,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1915,清除跳板帳號,year1117,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1916,清除跳板帳號,gary77228,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
1917,清除跳板帳號,a1010210102,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1918,清除跳板帳號,a33477913,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1919,清除跳板帳號,abc1234c60,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1920,清除跳板帳號,bluecolony,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1921,清除跳板帳號,cdyang,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1922,清除跳板帳號,chyang778,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1923,清除跳板帳號,dievocal,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1924,清除跳板帳號,edgesky1231,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1925,清除跳板帳號,enomoto6,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1926,清除跳板帳號,falseangel,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1927,清除跳板帳號,fuyn6b001,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1928,清除跳板帳號,gino771133,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1929,清除跳板帳號,gn01857996,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1930,清除跳板帳號,gods7777,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1931,清除跳板帳號,gtr1425853,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1932,清除跳板帳號,guard85091,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1933,清除跳板帳號,ilm408,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1934,清除跳板帳號,jff1027,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1935,清除跳板帳號,laudica,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1936,清除跳板帳號,linda94186,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1937,清除跳板帳號,linkmonkey,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1938,清除跳板帳號,lujohnaries,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1939,清除跳板帳號,mick09162001,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1940,清除跳板帳號,ms0404126,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1941,清除跳板帳號,oa9455518,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1942,清除跳板帳號,orangewin,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1943,清除跳板帳號,our231,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1944,清除跳板帳號,pengchungche,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1945,清除跳板帳號,philip7114,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1946,清除跳板帳號,tim161184,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1947,清除跳板帳號,uif123123,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1948,清除跳板帳號,wu821002,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1949,清除跳板帳號,yuiop78945,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
1950,清除跳板帳號,andrewleaf,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1951,清除跳板帳號,snes6223,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1952,清除跳板帳號,mike800112,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1953,清除跳板帳號,max22564,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1954,清除跳板帳號,linzhenyu,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1955,清除跳板帳號,prism270,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1956,清除跳板帳號,lulu159,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1957,清除跳板帳號,tofuhuman,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1958,清除跳板帳號,lv2023100,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1959,清除跳板帳號,zardkokia,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1960,清除跳板帳號,st626jack,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1961,清除跳板帳號,skyupme,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1962,清除跳板帳號,DTX124578,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1963,清除跳板帳號,stu0903,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1964,清除跳板帳號,box29368,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1965,清除跳板帳號,bobson801104,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1966,清除跳板帳號,angel01009,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1967,清除跳板帳號,pey1975,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1968,清除跳板帳號,leonerichter,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1969,清除跳板帳號,vcvc012001,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1970,清除跳板帳號,gudenw2,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1971,清除跳板帳號,jtennis207,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1972,清除跳板帳號,louzxex,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1973,清除跳板帳號,olaolayo,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1974,清除跳板帳號,a250026,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1975,清除跳板帳號,mark11066,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1976,清除跳板帳號,artai56,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1977,清除跳板帳號,ajulie34,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1978,清除跳板帳號,Coty1221,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1979,清除跳板帳號,cvxz520111,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1980,清除跳板帳號,judyk1841,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1981,清除跳板帳號,cloud8821,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1982,清除跳板帳號,a7936879,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1983,清除跳板帳號,newice97,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1984,清除跳板帳號,k196874,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1985,清除跳板帳號,opq149,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1986,清除跳板帳號,newnewday,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1987,清除跳板帳號,sweet48321,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1988,清除跳板帳號,suberryo,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1989,清除跳板帳號,j132758902,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1990,清除跳板帳號,shiftfantasy,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1991,清除跳板帳號,au4tp6,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1992,清除跳板帳號,capola,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1993,清除跳板帳號,j20148,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1994,清除跳板帳號,ken80701,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1995,清除跳板帳號,evillivest,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1996,清除跳板帳號,hudayir,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1997,清除跳板帳號,cm795677,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1998,清除跳板帳號,rasokevin,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
1999,清除跳板帳號,ianechiang,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2000,清除跳板帳號,ilove772006,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2001,清除跳板帳號,bluest05,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2002,清除跳板帳號,jjjijj2001,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2003,清除跳板帳號,taiwan13748,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2004,清除跳板帳號,denischen,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2005,清除跳板帳號,skyinfor,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2006,清除跳板帳號,a121382002,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2007,清除跳板帳號,siho83wahaha,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2008,清除跳板帳號,vtom09,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2009,清除跳板帳號,afun1014,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2010,清除跳板帳號,andice780101,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2011,清除跳板帳號,zxcv122002,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2012,清除跳板帳號,kr11181216,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2013,清除跳板帳號,jacky6308,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2014,清除跳板帳號,jacky1536,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
2015,清除跳板帳號,a23755347,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2016,清除跳板帳號,mm77132001,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2017,清除跳板帳號,sky79109,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2018,清除跳板帳號,asakuw,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2019,清除跳板帳號,tapapade,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2020,清除跳板帳號,bobo143838,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2021,清除跳板帳號,k21616k,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2022,清除跳板帳號,tzjjqsmiui,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2023,清除跳板帳號,ticl8125,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2024,清除跳板帳號,jokers99,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2025,清除跳板帳號,toevelyn20,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2026,清除跳板帳號,a330232002,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2027,清除跳板帳號,lmoovoen,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2028,清除跳板帳號,mark761118,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2029,清除跳板帳號,family316dr,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2030,清除跳板帳號,ga2006489298,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2031,清除跳板帳號,alstonlin101,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2032,清除跳板帳號,brad1988319,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2033,清除跳板帳號,coptim1319,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2034,清除跳板帳號,iwillstudyha,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2035,清除跳板帳號,charles0168,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2036,清除跳板帳號,star850443,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2037,清除跳板帳號,jackiebox,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2038,清除跳板帳號,savisu,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2039,清除跳板帳號,flymind,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2040,清除跳板帳號,a7818055333,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2041,清除跳板帳號,a29244165,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2042,清除跳板帳號,jackicone,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2043,清除跳板帳號,asd60814,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2044,清除跳板帳號,dance0607,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2045,清除跳板帳號,chin9521643,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2046,清除跳板帳號,xd19790627,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2047,清除跳板帳號,popol851019,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2048,清除跳板帳號,nemo891211,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2049,清除跳板帳號,alex74101234,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2050,清除跳板帳號,red258963,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2051,清除跳板帳號,miss830114,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2052,清除跳板帳號,pcpu,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2053,清除跳板帳號,hrcasan,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2054,清除跳板帳號,a8943818,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2055,清除跳板帳號,zerokal,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2056,清除跳板帳號,eva50632,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2057,清除跳板帳號,l91kp27,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2058,清除跳板帳號,a7895205,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
2059,清除跳板帳號,shifbug,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
